t,V
0.3383,0.12
0.3384,0.12
0.3385,0.12
0.3386,0.12
0.3387,0.12
0.3388,0.12
0.3389,0.12
0.339,0.12
0.3391,0.12
0.3392,0.12
0.3393,0.12
0.3394,0.12
0.3395,0.12
0.3396,0.12
0.3397,0.12
0.3398,0.12
0.3399,0.12
0.34,0.12
0.3401,0.12
0.3402,0.12
0.3403,0.12
0.3404,0.12
0.3405,0.12
0.3406,0.12
0.3407,0.12
0.3408,0.12
0.3409,0.12
0.341,0.12
0.3411,0.12
0.3412,0.116
0.3413,0.12
0.3414,0.12
0.3415,0.12
0.3416,0.116
0.3417,0.116
0.3418,0.116
0.3419,0.12
0.342,0.12
0.3421,0.12
0.3422,0.12
0.3423,0.12
0.3424,0.12
0.3425,0.12
0.3426,0.116
0.3427,0.116
0.3428,0.12
0.3429,0.12
0.343,0.12
0.3431,0.116
0.3432,0.12
0.3433,0.12
0.3434,0.116
0.3435,0.12
0.3436,0.116
0.3437,0.116
0.3438,0.12
0.3439,0.12
0.344,0.12
0.3441,0.116
0.3442,0.116
0.3443,0.116
0.3444,0.116
0.3445,0.12
0.3446,0.116
0.3447,0.116
0.3448,0.116
0.3449,0.12
0.345,0.116
0.3451,0.116
0.3452,0.116
0.3453,0.116
0.3454,0.112
0.3455,0.116
0.3456,0.116
0.3457,0.116
0.3458,0.116
0.3459,0.116
0.346,0.116
0.3461,0.116
0.3462,0.116
0.3463,0.116
0.3464,0.116
0.3465,0.112
0.3466,0.112
0.3467,0.116
0.3468,0.116
0.3469,0.116
0.347,0.116
0.3471,0.116
0.3472,0.116
0.3473,0.116
0.3474,0.112
0.3475,0.116
0.3476,0.116
0.3477,0.116
0.3478,0.116
0.3479,0.116
0.348,0.116
0.3481,0.112
0.3482,0.116
0.3483,0.112
0.3484,0.116
0.3485,0.116
0.3486,0.112
0.3487,0.116
0.3488,0.112
0.3489,0.112
0.349,0.116
0.3491,0.116
0.3492,0.112
0.3493,0.112
0.3494,0.112
0.3495,0.116
0.3496,0.116
0.3497,0.112
0.3498,0.112
0.3499,0.112
0.35,0.112
0.3501,0.112
0.3502,0.112
0.3503,0.112
0.3504,0.112
0.3505,0.112
0.3506,0.112
0.3507,0.112
0.3508,0.112
0.3509,0.112
0.351,0.112
0.3511,0.108
0.3512,0.108
0.3513,0.112
0.3514,0.108
0.3515,0.112
0.3516,0.112
0.3517,0.112
0.3518,0.108
0.3519,0.112
0.352,0.108
0.3521,0.108
0.3522,0.108
0.3523,0.112
0.3524,0.108
0.3525,0.112
0.3526,0.108
0.3527,0.112
0.3528,0.108
0.3529,0.112
0.353,0.108
0.3531,0.108
0.3532,0.108
0.3533,0.108
0.3534,0.108
0.3535,0.108
0.3536,0.108
0.3537,0.108
0.3538,0.108
0.3539,0.108
0.354,0.112
0.3541,0.108
