t,V
11.646,0.1374
11.6462,0.1378
11.6464,0.139
11.6466,0.1386
11.6468,0.1386
11.647,0.1386
11.6472,0.1386
11.6474,0.1384
11.6476,0.1386
11.6478,0.1374
11.648,0.1388
11.6482,0.1376
11.6484,0.1388
11.6486,0.138
11.6488,0.139
11.649,0.1382
11.6492,0.138
11.6494,0.1386
11.6496,0.138
11.6498,0.1386
11.65,0.1382
11.6502,0.14
11.6504,0.1392
11.6506,0.1392
11.6508,0.139
11.651,0.1392
11.6512,0.138
11.6514,0.1388
11.6516,0.139
11.6518,0.1394
11.652,0.139
11.6522,0.1388
11.6524,0.14
11.6526,0.1396
11.6528,0.1402
11.653,0.1404
11.6532,0.1412
11.6534,0.1398
11.6536,0.1402
11.6538,0.1404
11.654,0.1408
11.6542,0.1398
11.6544,0.1398
11.6546,0.1396
11.6548,0.1402
11.655,0.1408
11.6552,0.1406
11.6554,0.1402
11.6556,0.1412
11.6558,0.1408
11.656,0.14
11.6562,0.1406
11.6564,0.1406
11.6566,0.1404
11.6568,0.1412
11.657,0.1402
11.6572,0.1412
11.6574,0.1414
11.6576,0.1412
11.6578,0.1414
11.658,0.1412
11.6582,0.1412
11.6584,0.1418
11.6586,0.1418
11.6588,0.1418
11.659,0.1422
11.6592,0.1418
11.6594,0.1416
11.6596,0.1412
11.6598,0.1418
11.66,0.1414
11.6602,0.142
11.6604,0.1418
11.6606,0.142
11.6608,0.1414
11.661,0.142
11.6612,0.1424
11.6614,0.1418
11.6616,0.1422
11.6618,0.1426
11.662,0.143
11.6622,0.143
11.6624,0.1424
11.6626,0.143
11.6628,0.1426
11.663,0.1428
11.6632,0.1422
11.6634,0.142
11.6636,0.1432
11.6638,0.1422
11.664,0.1424
11.6642,0.143
11.6644,0.1428
11.6646,0.1418
11.6648,0.143
11.665,0.1424
11.6652,0.1428
11.6654,0.143
11.6656,0.1428
11.6658,0.142
11.666,0.1434
11.6662,0.1426
11.6664,0.1416
11.6666,0.143
11.6668,0.1428
11.667,0.143
11.6672,0.1428
11.6674,0.1432
11.6676,0.144
11.6678,0.143
11.668,0.1434
11.6682,0.1438
11.6684,0.143
11.6686,0.1432
11.6688,0.1428
11.669,0.1442
11.6692,0.1434
11.6694,0.1434
11.6696,0.1436
11.6698,0.1432
11.67,0.1442
11.6702,0.1436
11.6704,0.1432
11.6706,0.143
11.6708,0.1438
11.671,0.143
11.6712,0.143
11.6714,0.1434
11.6716,0.1444
11.6718,0.1436
11.672,0.1442
11.6722,0.1444
11.6724,0.144
11.6726,0.1432
11.6728,0.1442
11.673,0.1438
11.6732,0.1442
11.6734,0.1438
11.6736,0.1434
11.6738,0.1444
11.674,0.1444
11.6742,0.1436
11.6744,0.1438
11.6746,0.1444
11.6748,0.144
11.675,0.1442
11.6752,0.1442
11.6754,0.1442
11.6756,0.1444
11.6758,0.1444
11.676,0.1442
11.6762,0.1438
11.6764,0.1446
11.6766,0.1444
11.6768,0.1444
11.677,0.1448
11.6772,0.1438
11.6774,0.1438
11.6776,0.144
11.6778,0.1444
11.678,0.1444
11.6782,0.1442
11.6784,0.1446
11.6786,0.1442
11.6788,0.144
11.679,0.1444
11.6792,0.1442
11.6794,0.144
11.6796,0.1448
11.6798,0.1444
11.68,0.1432
11.6802,0.144
11.6804,0.1442
11.6806,0.1438
11.6808,0.1442
11.681,0.1442
11.6812,0.1438
11.6814,0.1442
11.6816,0.1446
11.6818,0.1444
11.682,0.1444
11.6822,0.1436
11.6824,0.1438
11.6826,0.145
11.6828,0.1436
11.683,0.145
11.6832,0.1444
11.6834,0.1444
11.6836,0.1442
11.6838,0.1448
11.684,0.145
11.6842,0.1438
11.6844,0.144
11.6846,0.1448
11.6848,0.1446
11.685,0.1448
11.6852,0.1444
11.6854,0.1444
11.6856,0.1438
11.6858,0.1448
11.686,0.145
11.6862,0.145
11.6864,0.1442
11.6866,0.1444
11.6868,0.1452
11.687,0.1456
11.6872,0.1444
11.6874,0.1436
11.6876,0.1442
11.6878,0.1446
11.688,0.1446
11.6882,0.1444
11.6884,0.144
11.6886,0.1444
11.6888,0.145
11.689,0.1438
11.6892,0.1432
11.6894,0.1434
11.6896,0.1442
11.6898,0.1446
11.69,0.1444
11.6902,0.144
11.6904,0.1446
11.6906,0.1442
11.6908,0.1446
11.691,0.1444
11.6912,0.1442
11.6914,0.1446
11.6916,0.144
11.6918,0.1444
11.692,0.144
11.6922,0.1438
11.6924,0.144
11.6926,0.1438
11.6928,0.1444
11.693,0.1438
11.6932,0.1448
11.6934,0.144
11.6936,0.1438
11.6938,0.1448
11.694,0.1446
11.6942,0.144
11.6944,0.144
11.6946,0.1442
11.6948,0.1438
11.695,0.1446
11.6952,0.1442
11.6954,0.1438
11.6956,0.1442
11.6958,0.144
11.696,0.1436
11.6962,0.1438
11.6964,0.1448
11.6966,0.1438
11.6968,0.1442
11.697,0.1446
11.6972,0.144
11.6974,0.144
11.6976,0.1442
11.6978,0.1438
11.698,0.144
11.6982,0.143
11.6984,0.1442
11.6986,0.1438
11.6988,0.1442
11.699,0.1448
11.6992,0.144
11.6994,0.1438
11.6996,0.1444
11.6998,0.1446
11.7,0.144
11.7002,0.1442
11.7004,0.143
11.7006,0.144
11.7008,0.1444
11.701,0.1438
11.7012,0.1432
11.7014,0.1434
11.7016,0.1444
11.7018,0.144
11.702,0.1444
11.7022,0.1442
11.7024,0.1438
11.7026,0.1432
11.7028,0.1434
11.703,0.1442
11.7032,0.144
11.7034,0.1436
11.7036,0.1438
11.7038,0.1442
11.704,0.1432
11.7042,0.1438
11.7044,0.1436
11.7046,0.1432
11.7048,0.1434
11.705,0.1434
11.7052,0.1442
11.7054,0.1434
11.7056,0.1426
11.7058,0.1432
11.706,0.144
11.7062,0.143
11.7064,0.1434
11.7066,0.143
11.7068,0.1428
11.707,0.143
11.7072,0.143
11.7074,0.143
11.7076,0.1428
11.7078,0.1434
11.708,0.1424
11.7082,0.1434
11.7084,0.1426
11.7086,0.1438
11.7088,0.1432
11.709,0.1426
11.7092,0.1432
11.7094,0.1432
11.7096,0.1434
11.7098,0.1428
11.71,0.1424
11.7102,0.1424
11.7104,0.1426
11.7106,0.1428
11.7108,0.1432
11.711,0.1434
11.7112,0.1424
11.7114,0.1428
11.7116,0.1428
11.7118,0.1426
11.712,0.1418
11.7122,0.1428
11.7124,0.1412
11.7126,0.1422
11.7128,0.1422
11.713,0.143
11.7132,0.142
11.7134,0.1426
11.7136,0.1424
11.7138,0.1426
11.714,0.142
11.7142,0.1426
11.7144,0.1428
11.7146,0.1424
11.7148,0.1424
11.715,0.142
11.7152,0.1424
11.7154,0.1426
11.7156,0.1418
11.7158,0.1422
11.716,0.142
11.7162,0.1428
11.7164,0.1418
11.7166,0.1416
11.7168,0.1418
11.717,0.142
11.7172,0.1414
11.7174,0.1418
11.7176,0.1416
11.7178,0.1412
11.718,0.141
11.7182,0.1416
11.7184,0.1418
11.7186,0.1412
11.7188,0.1406
11.719,0.1414
11.7192,0.1416
11.7194,0.142
11.7196,0.141
11.7198,0.1416
11.72,0.1412
11.7202,0.1416
11.7204,0.141
11.7206,0.1416
11.7208,0.1406
11.721,0.1412
11.7212,0.1418
11.7214,0.1408
11.7216,0.1412
11.7218,0.1408
11.722,0.1402
11.7222,0.1408
11.7224,0.1412
11.7226,0.1412
11.7228,0.1412
11.723,0.1408
11.7232,0.1412
11.7234,0.1416
11.7236,0.1408
11.7238,0.1404
11.724,0.1406
11.7242,0.1402
11.7244,0.1402
11.7246,0.1404
11.7248,0.1408
11.725,0.141
11.7252,0.1406
11.7254,0.1396
11.7256,0.14
11.7258,0.1402
11.726,0.14
11.7262,0.1392
11.7264,0.139
11.7266,0.1394
11.7268,0.1402
11.727,0.14
11.7272,0.1392
11.7274,0.1388
11.7276,0.1384
11.7278,0.1396
11.728,0.1404
11.7282,0.139
11.7284,0.1384
11.7286,0.1384
11.7288,0.1388
11.729,0.1388
11.7292,0.1386
11.7294,0.1388
11.7296,0.1386
11.7298,0.139
11.73,0.1402
11.7302,0.1388
11.7304,0.1392
11.7306,0.1388
11.7308,0.1392
11.731,0.1394
11.7312,0.1398
11.7314,0.1394
11.7316,0.1392
11.7318,0.1388
11.732,0.1382
11.7322,0.1384
11.7324,0.139
11.7326,0.1392
11.7328,0.1386
11.733,0.1384
11.7332,0.1394
11.7334,0.139
11.7336,0.1396
11.7338,0.1386
11.734,0.1388
11.7342,0.138
11.7344,0.1386
11.7346,0.138
11.7348,0.1374
11.735,0.1376
11.7352,0.138
11.7354,0.1378
11.7356,0.138
11.7358,0.1366
11.736,0.1384
11.7362,0.1372
11.7364,0.1384
11.7366,0.1378
11.7368,0.1372
11.737,0.1378
11.7372,0.1372
11.7374,0.1378
